title,imdb,Genre,year,duration,certificate,description,Director,Stars
Call Me by Your Name,78,Drama,2017,132,R,"In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.",Director: Luca Guadagnino ," Stars: Timothée Chalamet, Armie Hammer, Michael Stuhlbarg, Amira Casar"
RRR,78,Action,2022,187,Not Rated,A fictitious story about two legendary revolutionaries and their journey away from home before they started fighting for their country in the 1920s.,Director: S.S. Rajamouli ," Stars: N.T. Rama Rao Jr., Ram Charan, Ajay Devgn, Alia Bhatt"
The Hateful Eight,78,Crime,2015,168,R,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",Director: Quentin Tarantino ," Stars: Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins"
Remember the Titans,78,Biography,2000,113,PG,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,Director: Boaz Yakin ," Stars: Denzel Washington, Will Patton, Wood Harris, Ryan Hurst"
Willy Wonka & the Chocolate Factory,78,Family,1971,100,G,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,Director: Mel Stuart ," Stars: Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear"
About Time,78,Comedy,I 2013,123,R,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",Director: Richard Curtis ," Stars: Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson"
The Worst Person in the World,78,Comedy,2021,128,R,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",Director: Joachim Trier ," Stars: Renate Reinsve, Anders Danielsen Lie, Herbert Nordrum, Hans Olav Brenner"
The Hobbit: An Unexpected Journey,78,Adventure,2012,169,PG-13,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",Director: Peter Jackson ," Stars: Martin Freeman, Ian McKellen, Richard Armitage, Andy Serkis"
The Girl with the Dragon Tattoo,78,Crime,2011,158,R,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.,Director: David Fincher ," Stars: Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård"
Predator,78,Action,1987,107,R,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,Director: John McTiernan ," Stars: Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo"
Hidden Figures,78,Biography,2016,127,PG,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Director: Theodore Melfi ," Stars: Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner"
The Social Network,78,Biography,2010,120,PG-13,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",Director: David Fincher ," Stars: Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Rooney Mara"
Manchester by the Sea,78,Drama,2016,137,R,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,Director: Kenneth Lonergan ," Stars: Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges"
A Bronx Tale,78,Crime,1993,121,R,"Robert De Niro and Chazz Palminteri give captivating performances in this intense drama about a boy torn between his tough, hard-working father and a violent yet charismatic crime boss.",Director: Robert De Niro ," Stars: Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra"
American Gangster,78,Biography,2007,157,R,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",Director: Ridley Scott ," Stars: Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin"
Taken,78,Action,I 2008,90,PG-13,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Director: Pierre Morel ," Stars: Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser"
Star Wars: Episode VII - The Force Awakens,78,Action,2015,138,PG-13,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",Director: J.J. Abrams ," Stars: Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson"
Atonement,78,Drama,2007,123,R,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,Director: Joe Wright ," Stars: Keira Knightley, James McAvoy, Brenda Blethyn, Saoirse Ronan"
The Bourne Identity,78,Action,2002,119,PG-13,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",Director: Doug Liman ," Stars: Franka Potente, Matt Damon, Chris Cooper, Clive Owen"
Nightcrawler,78,Crime,2014,117,R,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",Director: Dan Gilroy ," Stars: Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed"
Hot Fuzz,78,Action,2007,121,R,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.",Director: Edgar Wright ," Stars: Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy"
Cast Away,78,Adventure,2000,143,PG-13,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,Director: Robert Zemeckis ," Stars: Tom Hanks, Helen Hunt, Paul Sanchez, Lari White"
Back to the Future Part II,78,Adventure,1989,108,PG,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Director: Robert Zemeckis ," Stars: Michael J. Fox, Christopher Lloyd, Lea Thompson, Tom Wilson"
The Curious Case of Benjamin Button,78,Drama,2008,166,PG-13,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",Director: David Fincher ," Stars: Brad Pitt, Cate Blanchett, Tilda Swinton, Julia Ormond"
Little Miss Sunshine,78,Comedy,2006,101,R,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,"Directors: Jonathan Dayton, Valerie Faris "," Stars: Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin"
The Sandlot,78,Comedy,1993,101,PG,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",Director: David Mickey Evans ," Stars: Tom Guiry, Mike Vitar, Art LaFleur, Patrick Renna"
Captain Phillips,78,Action,2013,134,PG-13,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Director: Paul Greengrass ," Stars: Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener"
Skyfall,78,Action,2012,143,PG-13,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Director: Sam Mendes ," Stars: Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench"
Misery,78,Drama,1990,107,R,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",Director: Rob Reiner ," Stars: James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen"
The Fugitive,78,Action,1993,130,PG-13,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",Director: Andrew Davis ," Stars: Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore"
Boyz n the Hood,78,Crime,1991,112,R,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",Director: John Singleton ," Stars: Cuba Gooding Jr., Laurence Fishburne, Hudhail Al-Amir, Lloyd Avery II"
The Holy Mountain,78,Adventure,1973,114,16+,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",Director: Alejandro Jodorowsky ," Stars: Alejandro Jodorowsky, Horacio Salinas, Zamira Saunders, Juan Ferrara"
Close,78,Drama,I 2022,104,PG-13,"The intense friendship between two thirteen-year old boys Leo and Remi suddenly gets disrupted. Struggling to understand what has happened, Léo approaches Sophie, Rémi's mother. ""Close"" is a film about friendship and responsibility.",Director: Lukas Dhont ," Stars: Eden Dambrine, Gustav De Waele, Émilie Dequenne, Léa Drucker"
The Untouchables,78,Crime,1987,119,R,"During Prohibition, Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone, and assembles a small, incorruptible team to help him.",Director: Brian De Palma ," Stars: Kevin Costner, Sean Connery, Robert De Niro, Charles Martin Smith"
The Hobbit: The Desolation of Smaug,78,Adventure,2013,161,PG-13,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",Director: Peter Jackson ," Stars: Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott"
The Last Samurai,78,Action,2003,154,R,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,Director: Edward Zwick ," Stars: Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton"
Mary Poppins,78,Comedy,1964,139,G,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",Director: Robert Stevenson ," Stars: Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns"
Hunt for the Wilderpeople,78,Adventure,2016,101,PG-13,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,Director: Taika Waititi ," Stars: Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House"
I Saw the Devil,78,Action,2010,144,Not Rated,A secret agent exacts revenge on a serial killer through a series of captures and releases.,Director: Jee-woon Kim ," Stars: Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan, Ho-jin Chun"
Midnight Cowboy,78,Drama,1969,113,R,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",Director: John Schlesinger ," Stars: Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver"
Captain America: Civil War,78,Action,2016,147,PG-13,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,"Directors: Anthony Russo, Joe Russo "," Stars: Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan"
The Fall,78,Adventure,I 2006,117,R,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",Director: Tarsem Singh ," Stars: Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek"
Captain Fantastic,78,Comedy,2016,118,R,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",Director: Matt Ross ," Stars: Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso"
Moonrise Kingdom,78,Comedy,2012,94,PG-13,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Director: Wes Anderson ," Stars: Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray"
Changeling,78,Biography,2008,141,R,Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.,Director: Clint Eastwood ," Stars: Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith"
